Month,Day,Hour,rate_gen,solar_kW,demand_kW,solar_excess_kW,solar_to_load_kW,load_after_solar_kW,solar_excess_dc_kW,solar_excess_dc_to_grid_kW,bat_SOC,bat_charge_kW, bat_discharge_kW , bat_to_load_kW ,grid_energy_kW,,SOC_max,100000,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0,0.047,0.0,4568.2,0,0.0,4568.2,,,15000.0,0.0, -   , -   ,4568.2,,Demand_annual_kWh,45650846.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,0.044,0.0,3971.1,0,0.0,3971.1,,,15000.0,0.0, -   , -   ,3971.1,,Grid_energy_annual_kWh,17703350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,2,0.044,0.0,3753.1,0,0.0,3753.1,,,15000.0,0.0, -   , -   ,3753.1,,Solar_Penetration,0.612201061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,0.044,0.0,3687.0,0,0.0,3687.0,,,15000.0,0.0, -   , -   ,3687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,4,0.044,0.0,3671.5,0,0.0,3671.5,,,15000.0,0.0, -   , -   ,3671.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,5,0.044,0.0,3951.0,0,0.0,3951.0,,,15000.0,0.0, -   , -   ,3951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,6,0.044,0.0,5062.9,0,0.0,5062.9,,,15000.0,0.0, -   , -   ,5062.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,7,0.044,0.0,6747.3,0,0.0,6747.3,,,15000.0,0.0, -   , -   ,6747.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,8,0.046,160.8,6521.8,0,154.4,6367.4,,,15000.0,0.0, -   , -   ,6367.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,9,0.048,915.5,5619.7,0,878.9,4740.8,,,15000.0,0.0, -   , -   ,4740.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,10,0.052,951.6,5783.4,0,913.5,4869.9,,,15000.0,0.0, -   , -   ,4869.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,11,0.053,1064.4,5703.2,0,1021.9,4681.3,,,15000.0,0.0, -   , -   ,4681.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,12,0.052,1051.6,5553.0,0,1009.5,4543.5,,,15000.0,0.0, -   , -   ,4543.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,13,0.052,895.6,5402.6,0,859.7,4542.9,,,15000.0,0.0, -   , -   ,4542.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,14,0.052,502.3,5375.0,0,482.2,4892.8,,,15000.0,0.0, -   , -   ,4892.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,15,0.050,965.5,5715.7,0,926.9,4788.8,,,15000.0,0.0, -   , -   ,4788.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,16,0.052,177.0,7018.3,0,169.9,6848.4,,,15000.0,0.0, -   , -   ,6848.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,17,0.055,0.0,9600.1,0,0.0,9600.1,,,15000.0,0.0, -   , -   ,9600.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,18,0.054,0.0,11144.0,0,0.0,11144.0,,,15000.0,0.0, -   , -   ,11144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,19,0.053,0.0,10937.0,0,0.0,10937.0,,,15000.0,0.0, -   , -   ,10937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,20,0.054,0.0,10173.5,0,0.0,10173.5,,,15000.0,0.0, -   , -   ,10173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,21,0.053,0.0,9353.1,0,0.0,9353.1,,,15000.0,0.0, -   , -   ,9353.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,22,0.051,0.0,7748.5,0,0.0,7748.5,,,15000.0,0.0, -   , -   ,7748.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,23,0.048,0.0,6139.0,0,0.0,6139.0,,,15000.0,0.0, -   , -   ,6139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,0,0.048,0.0,4537.4,0,0.0,4537.4,,,15000.0,0.0, -   , -   ,4537.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,1,0.046,0.0,3945.2,0,0.0,3945.2,,,15000.0,0.0, -   , -   ,3945.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,2,0.046,0.0,3723.0,0,0.0,3723.0,,,15000.0,0.0, -   , -   ,3723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,0.046,0.0,3666.0,0,0.0,3666.0,,,15000.0,0.0, -   , -   ,3666.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,4,0.046,0.0,3637.8,0,0.0,3637.8,,,15000.0,0.0, -   , -   ,3637.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,5,0.046,0.0,3885.7,0,0.0,3885.7,,,15000.0,0.0, -   , -   ,3885.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,6,0.047,0.0,4971.3,0,0.0,4971.3,,,15000.0,0.0, -   , -   ,4971.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,7,0.048,0.0,6610.3,0,0.0,6610.3,,,15000.0,0.0, -   , -   ,6610.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,8,0.050,83.7,6318.8,0,80.4,6238.4,,,15000.0,0.0, -   , -   ,6238.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,9,0.053,239.5,5407.8,0,229.9,5177.9,,,15000.0,0.0, -   , -   ,5177.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,10,0.054,422.0,5496.6,0,405.1,5091.5,,,15000.0,0.0, -   , -   ,5091.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,11,0.054,487.9,5446.6,0,468.4,4978.3,,,15000.0,0.0, -   , -   ,4978.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,12,0.053,477.9,5332.0,0,458.8,4873.2,,,15000.0,0.0, -   , -   ,4873.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,13,0.053,798.1,5197.5,0,766.2,4431.3,,,15000.0,0.0, -   , -   ,4431.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,14,0.053,504.7,5189.4,0,484.5,4704.9,,,15000.0,0.0, -   , -   ,4704.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,15,0.053,156.0,5502.5,0,149.8,5352.7,,,15000.0,0.0, -   , -   ,5352.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,16,0.057,150.9,6795.6,0,144.9,6650.7,,,15000.0,0.0, -   , -   ,6650.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,17,0.066,0.0,9184.0,0,0.0,9184.0,,,15000.0,0.0, -   , -   ,9184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,18,0.065,0.0,10851.9,0,0.0,10851.9,,,15000.0,0.0, -   , -   ,10851.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,19,0.065,0.0,10676.1,0,0.0,10676.1,,,15000.0,0.0, -   , -   ,10676.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,20,0.065,0.0,9899.8,0,0.0,9899.8,,,15000.0,0.0, -   , -   ,9899.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,21,0.065,0.0,9069.0,0,0.0,9069.0,,,15000.0,0.0, -   , -   ,9069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,22,0.063,0.0,7551.5,0,0.0,7551.5,,,15000.0,0.0, -   , -   ,7551.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,23,0.056,0.0,6035.3,0,0.0,6035.3,,,15000.0,0.0, -   , -   ,6035.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,0,0.056,0.0,4508.1,0,0.0,4508.1,,,15000.0,0.0, -   , -   ,4508.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,1,0.055,0.0,3893.5,0,0.0,3893.5,,,15000.0,0.0, -   , -   ,3893.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,2,0.055,0.0,3686.3,0,0.0,3686.3,,,15000.0,0.0, -   , -   ,3686.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,3,0.055,0.0,3652.1,0,0.0,3652.1,,,15000.0,0.0, -   , -   ,3652.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,4,0.056,0.0,3652.5,0,0.0,3652.5,,,15000.0,0.0, -   , -   ,3652.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,5,0.061,0.0,3931.8,0,0.0,3931.8,,,15000.0,0.0, -   , -   ,3931.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,6,0.070,0.0,5143.7,0,0.0,5143.7,,,15000.0,0.0, -   , -   ,5143.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,7,0.078,0.0,6663.9,0,0.0,6663.9,,,15000.0,0.0, -   , -   ,6663.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,8,0.076,129.4,6450.9,0,124.2,6326.7,,,15000.0,0.0, -   , -   ,6326.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,9,0.074,673.9,5560.3,0,646.9,4913.4,,,15000.0,0.0, -   , -   ,4913.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,10,0.073,1383.9,5710.5,0,1328.6,4382.0,,,15000.0,0.0, -   , -   ,4382.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,11,0.073,3705.5,5643.5,0,3557.2,2086.3,,,15000.0,0.0, -   , -   ,2086.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,12,0.069,5078.3,5505.5,0,4875.2,630.4,,,15000.0,0.0, -   , -   ,630.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,13,0.067,8637.6,5375.4,2917,5375.4,0.0,,,15000.0,2767.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,14,0.063,11105.1,5321.3,5340,5321.3,0.0,,,17767.0,5065.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,15,0.063,9253.8,5656.7,3227,5656.7,0.0,,,22832.6,3061.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,16,0.073,4260.7,6989.7,0,4090.3,2899.4,,,25894.0,0.0," 3,183.6 "," 2,899 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,17,0.092,0.0,9702.9,0,0.0,9702.9,,,22710.4,0.0," 7,710.4 "," 7,022 ",2680.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,18,0.080,0.0,11278.6,0,0.0,11278.6,,,15000.0,0.0, -   , -   ,11278.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,19,0.077,0.0,11104.3,0,0.0,11104.3,,,15000.0,0.0, -   , -   ,11104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,20,0.074,0.0,10402.3,0,0.0,10402.3,,,15000.0,0.0, -   , -   ,10402.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,21,0.075,0.0,9591.9,0,0.0,9591.9,,,15000.0,0.0, -   , -   ,9591.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,22,0.070,0.0,8065.7,0,0.0,8065.7,,,15000.0,0.0, -   , -   ,8065.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,23,0.064,0.0,6516.8,0,0.0,6516.8,,,15000.0,0.0, -   , -   ,6516.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,0,0.069,0.0,5086.9,0,0.0,5086.9,,,15000.0,0.0, -   , -   ,5086.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,1,0.069,0.0,4493.8,0,0.0,4493.8,,,15000.0,0.0, -   , -   ,4493.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,2,0.068,0.0,4333.6,0,0.0,4333.6,,,15000.0,0.0, -   , -   ,4333.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,3,0.068,0.0,4252.9,0,0.0,4252.9,,,15000.0,0.0, -   , -   ,4252.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,4,0.071,0.0,4315.6,0,0.0,4315.6,,,15000.0,0.0, -   , -   ,4315.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,5,0.073,0.0,4586.1,0,0.0,4586.1,,,15000.0,0.0, -   , -   ,4586.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,6,0.083,0.0,5759.9,0,0.0,5759.9,,,15000.0,0.0, -   , -   ,5759.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,7,0.106,0.0,7235.7,0,0.0,7235.7,,,15000.0,0.0, -   , -   ,7235.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,8,0.081,1242.6,6997.6,0,1192.9,5804.7,,,15000.0,0.0, -   , -   ,5804.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,9,0.069,6032.7,6108.6,0,5791.4,317.2,,,15000.0,0.0, -   , -   ,317.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,10,0.071,11485.1,6294.6,4731,6294.6,0.0,,,15000.0,4488.3, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,11,0.069,10371.4,6053.0,3904,6053.0,0.0,,,19488.3,3703.3, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,12,0.067,9264.7,5857.8,3036,5857.8,0.0,,,23191.6,2880.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,13,0.067,9643.0,5684.6,3573,5684.6,0.0,,,26072.0,3389.3, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,14,0.065,7996.7,5630.7,2046,5630.7,0.0,,,29461.3,1941.1, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,15,0.065,2394.9,6031.7,0,2299.1,3732.6,,,31402.4,0.0," 4,098.4 "," 3,733 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,16,0.065,1018.2,7376.7,0,977.4,6399.3,,,27304.0,0.0," 7,026.5 "," 6,399 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,17,0.071,0.0,10093.8,0,0.0,10093.8,,,20277.5,0.0," 5,277.5 "," 4,806 ",5287.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,18,0.070,0.0,11605.0,0,0.0,11605.0,,,15000.0,0.0, -   , -   ,11605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,19,0.069,0.0,11425.4,0,0.0,11425.4,,,15000.0,0.0, -   , -   ,11425.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,20,0.068,0.0,10692.9,0,0.0,10692.9,,,15000.0,0.0, -   , -   ,10692.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,21,0.067,0.0,9883.6,0,0.0,9883.6,,,15000.0,0.0, -   , -   ,9883.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,22,0.067,0.0,8338.5,0,0.0,8338.5,,,15000.0,0.0, -   , -   ,8338.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,23,0.065,0.0,6825.3,0,0.0,6825.3,,,15000.0,0.0, -   , -   ,6825.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,0,0.065,0.0,5310.8,0,0.0,5310.8,,,15000.0,0.0, -   , -   ,5310.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1,0.062,0.0,4710.2,0,0.0,4710.2,,,15000.0,0.0, -   , -   ,4710.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,2,0.062,0.0,4505.6,0,0.0,4505.6,,,15000.0,0.0, -   , -   ,4505.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,3,0.061,0.0,4460.8,0,0.0,4460.8,,,15000.0,0.0, -   , -   ,4460.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,0.063,0.0,4455.9,0,0.0,4455.9,,,15000.0,0.0, -   , -   ,4455.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,0.065,0.0,4746.7,0,0.0,4746.7,,,15000.0,0.0, -   , -   ,4746.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,6,0.073,0.0,5821.4,0,0.0,5821.4,,,15000.0,0.0, -   , -   ,5821.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,7,0.077,0.0,7507.2,0,0.0,7507.2,,,15000.0,0.0, -   , -   ,7507.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,8,0.077,2314.0,7142.2,0,2221.5,4920.7,,,15000.0,0.0, -   , -   ,4920.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,9,0.073,9598.0,6073.4,3141,6073.4,0.0,,,15000.0,2979.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,10,0.062,11302.9,6208.0,4643,6208.0,0.0,,,17979.6,4404.5, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,11,0.062,10338.5,6031.4,3894,6031.4,0.0,,,22384.1,3693.8, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,12,0.061,9340.0,5877.1,3089,5877.1,0.0,,,26077.9,2930.7, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,13,0.061,9732.3,5721.8,3621,5721.8,0.0,,,29008.7,3435.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,14,0.061,10816.7,5697.2,4687,5697.2,0.0,,,32444.1,4446.3, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,15,0.061,10952.4,5951.1,4563,5951.1,0.0,,,36890.3,4329.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,16,0.062,5199.3,7266.8,0,4991.4,2275.4,,,41219.3,0.0," 2,498.4 "," 2,275 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,17,0.072,0.0,9975.6,0,0.0,9975.6,,,38720.9,0.0," 10,953.4 "," 9,976 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,18,0.068,0.0,11487.7,0,0.0,11487.7,,,27767.6,0.0," 12,613.6 "," 11,488 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,19,0.064,0.0,11296.2,0,0.0,11296.2,,,15153.9,0.0, 153.9 , 140 ,11156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,20,0.062,0.0,10523.2,0,0.0,10523.2,,,15000.0,0.0, -   , -   ,10523.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,21,0.062,0.0,9684.3,0,0.0,9684.3,,,15000.0,0.0, -   , -   ,9684.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,22,0.061,0.0,8119.8,0,0.0,8119.8,,,15000.0,0.0, -   , -   ,8119.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,23,0.058,0.0,6582.3,0,0.0,6582.3,,,15000.0,0.0, -   , -   ,6582.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,0,0.061,0.0,5079.1,0,0.0,5079.1,,,15000.0,0.0, -   , -   ,5079.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,1,0.060,0.0,4501.8,0,0.0,4501.8,,,15000.0,0.0, -   , -   ,4501.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,2,0.059,0.0,4274.8,0,0.0,4274.8,,,15000.0,0.0, -   , -   ,4274.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,3,0.060,0.0,4218.5,0,0.0,4218.5,,,15000.0,0.0, -   , -   ,4218.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,4,0.062,0.0,4205.2,0,0.0,4205.2,,,15000.0,0.0, -   , -   ,4205.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
