Month,Day,Hour,rate_gen,solar_kW,demand_kW,solar_excess_kW,solar_to_load_kW,load_after_solar_kW,solar_excess_dc_kW,solar_excess_dc_to_grid_kW,bat_SOC,bat_charge_kW, bat_discharge_kW , bat_to_load_kW ,grid_energy_kW,,SOC_max,100000,kWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,4,0.069,0.0,2952.5,0,0.0,2952.5,,,15000.0,0.0, -   , -   ,2952.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,5,0.073,0.0,3227.3,0,0.0,3227.3,,,15000.0,0.0, -   , -   ,3227.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,6,0.095,0.0,3979.1,0,0.0,3979.1,,,15000.0,0.0, -   , -   ,3979.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,7,0.097,58.5,5059.9,0,56.2,5003.8,,,15000.0,0.0, -   , -   ,5003.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,8,0.083,466.6,4700.4,0,447.9,4252.4,,,15000.0,0.0, -   , -   ,4252.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,9,0.077,1930.2,4248.2,0,1853.0,2395.2,,,15000.0,0.0, -   , -   ,2395.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,10,0.078,2671.5,4245.2,0,2564.7,1680.5,,,15000.0,0.0, -   , -   ,1680.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,11,0.073,2051.0,4203.7,0,1969.0,2234.7,,,15000.0,0.0, -   , -   ,2234.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,12,0.071,2198.9,4064.5,0,2110.9,1953.6,,,15000.0,0.0, -   , -   ,1953.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,13,0.070,1767.8,4032.6,0,1697.1,2335.5,,,15000.0,0.0, -   , -   ,2335.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,14,0.068,1596.5,4009.2,0,1532.6,2476.6,,,15000.0,0.0, -   , -   ,2476.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,15,0.068,3601.1,4169.9,0,3457.1,712.8,,,15000.0,0.0, -   , -   ,712.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,16,0.068,410.4,5133.8,0,394.0,4739.9,,,15000.0,0.0, -   , -   ,4739.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,17,0.074,1274.1,6686.4,0,1223.1,5463.3,,,15000.0,0.0, -   , -   ,5463.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,18,0.083,0.0,8110.2,0,0.0,8110.2,,,15000.0,0.0, -   , -   ,8110.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,19,0.084,0.0,8986.4,0,0.0,8986.4,,,15000.0,0.0, -   , -   ,8986.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,20,0.078,0.0,9221.2,0,0.0,9221.2,,,15000.0,0.0, -   , -   ,9221.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,21,0.075,0.0,8494.2,0,0.0,8494.2,,,15000.0,0.0, -   , -   ,8494.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,22,0.071,0.0,7023.6,0,0.0,7023.6,,,15000.0,0.0, -   , -   ,7023.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,23,0.068,0.0,5623.6,0,0.0,5623.6,,,15000.0,0.0, -   , -   ,5623.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,0,0.071,0.0,4200.5,0,0.0,4200.5,,,15000.0,0.0, -   , -   ,4200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,1,0.071,0.0,3639.5,0,0.0,3639.5,,,15000.0,0.0, -   , -   ,3639.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,2,0.071,0.0,3400.3,0,0.0,3400.3,,,15000.0,0.0, -   , -   ,3400.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,3,0.071,0.0,3374.6,0,0.0,3374.6,,,15000.0,0.0, -   , -   ,3374.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,4,0.072,0.0,3392.8,0,0.0,3392.8,,,15000.0,0.0, -   , -   ,3392.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,5,0.086,0.0,3714.0,0,0.0,3714.0,,,15000.0,0.0, -   , -   ,3714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,6,0.101,0.0,4561.6,0,0.0,4561.6,,,15000.0,0.0, -   , -   ,4561.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,7,0.096,84.9,5699.9,0,81.5,5618.4,,,15000.0,0.0, -   , -   ,5618.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,8,0.086,633.5,5330.7,0,608.2,4722.5,,,15000.0,0.0, -   , -   ,4722.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,9,0.079,2089.1,4956.3,0,2005.5,2950.8,,,15000.0,0.0, -   , -   ,2950.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,10,0.075,2210.2,5119.3,0,2121.8,2997.5,,,15000.0,0.0, -   , -   ,2997.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,11,0.072,8363.1,5045.3,2983,5045.3,0.0,,,15000.0,2830.2, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,12,0.071,15289.2,4874.9,9803,4874.9,0.0,,,17830.2,9299.7, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,13,0.070,9824.1,4688.7,4742,4688.7,0.0,,,27129.9,4499.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,14,0.069,15910.2,4586.4,10687,4586.4,0.0,,,31629.0,10139.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,15,0.068,16377.8,4737.4,10985,4737.4,0.0,,,41767.9,10421.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,16,0.069,15266.7,5503.1,9153,5503.1,0.0,,,52189.5,8683.2, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,17,0.072,8163.5,7200.5,636,7200.5,0.0,,,60872.7,603.8, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,18,0.081,0.0,8566.2,0,0.0,8566.2,,,61476.5,0.0," 9,405.8 "," 8,566 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,19,0.079,0.0,9462.3,0,0.0,9462.3,,,52070.7,0.0," 10,389.8 "," 9,462 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,20,0.070,0.0,9721.1,0,0.0,9721.1,,,41680.9,0.0," 10,673.9 "," 9,721 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,21,0.069,0.0,8911.8,0,0.0,8911.8,,,31007.1,0.0," 9,785.3 "," 8,912 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,22,0.067,0.0,7372.4,0,0.0,7372.4,,,21221.8,0.0," 6,221.8 "," 5,666 ",1706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,23,0.063,0.0,5874.9,0,0.0,5874.9,,,15000.0,0.0, -   , -   ,5874.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,0,0.064,0.0,4323.0,0,0.0,4323.0,,,15000.0,0.0, -   , -   ,4323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,1,0.063,0.0,3741.2,0,0.0,3741.2,,,15000.0,0.0, -   , -   ,3741.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,2,0.063,0.0,3476.3,0,0.0,3476.3,,,15000.0,0.0, -   , -   ,3476.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,3,0.064,0.0,3417.7,0,0.0,3417.7,,,15000.0,0.0, -   , -   ,3417.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,4,0.063,0.0,3475.7,0,0.0,3475.7,,,15000.0,0.0, -   , -   ,3475.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,5,0.064,0.0,3743.1,0,0.0,3743.1,,,15000.0,0.0, -   , -   ,3743.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,6,0.067,0.0,4470.1,0,0.0,4470.1,,,15000.0,0.0, -   , -   ,4470.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,7,0.069,251.6,5682.6,0,241.5,5441.0,,,15000.0,0.0, -   , -   ,5441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,8,0.076,5868.8,5363.7,270,5363.7,0.0,,,15000.0,256.5, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,9,0.084,16210.0,4977.6,10584,4977.6,0.0,,,15256.5,10040.9, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,10,0.090,16246.7,5187.6,10409,5187.6,0.0,,,25297.4,9875.1, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,11,0.091,15544.5,5117.1,9806,5117.1,0.0,,,35172.5,9302.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,12,0.084,15059.3,4921.9,9535,4921.9,0.0,,,44474.9,9045.7, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,13,0.082,15192.6,4727.4,9858,4727.4,0.0,,,53520.6,9351.7, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,14,0.077,15703.8,4605.1,10471,4605.1,0.0,,,62872.2,9933.2, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,15,0.076,16271.3,4749.0,10871,4749.0,0.0,,,72805.5,10313.5, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,16,0.079,14667.7,5501.1,8580,5501.1,0.0,,,83119.0,8139.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,17,0.090,7468.7,7144.2,26,7144.2,0.0,,,91258.5,24.5, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,18,0.110,111.5,8475.9,0,107.0,8368.9,,,91283.0,0.0," 9,189.2 "," 8,369 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,19,0.120,0.0,9353.9,0,0.0,9353.9,,,82093.8,0.0," 10,270.7 "," 9,354 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,20,0.106,0.0,9559.8,0,0.0,9559.8,,,71823.1,0.0," 10,496.8 "," 9,560 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,21,0.100,0.0,8712.8,0,0.0,8712.8,,,61326.3,0.0," 9,566.8 "," 8,713 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,22,0.095,0.0,7147.6,0,0.0,7147.6,,,51759.5,0.0," 7,848.2 "," 7,148 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,23,0.101,0.0,5633.9,0,0.0,5633.9,,,43911.3,0.0," 6,186.1 "," 5,634 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,0,0.099,0.0,4033.5,0,0.0,4033.5,,,37725.3,0.0," 4,428.9 "," 4,034 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,1,0.101,0.0,3447.9,0,0.0,3447.9,,,33296.4,0.0," 3,785.9 "," 3,448 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,2,0.103,0.0,3222.8,0,0.0,3222.8,,,29510.5,0.0," 3,538.7 "," 3,223 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,3,0.099,0.0,3157.6,0,0.0,3157.6,,,25971.8,0.0," 3,467.1 "," 3,158 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,4,0.103,0.0,3138.1,0,0.0,3138.1,,,22504.7,0.0," 3,445.7 "," 3,138 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,5,0.108,0.0,3400.1,0,0.0,3400.1,,,19059.0,0.0," 3,733.3 "," 3,400 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,6,0.122,0.0,4164.2,0,0.0,4164.2,,,15325.7,0.0, 325.7 , 297 ,3867.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,7,0.120,99.2,5167.6,0,95.2,5072.4,,,15000.0,0.0, -   , -   ,5072.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,8,0.096,777.0,4784.5,0,745.9,4038.6,,,15000.0,0.0, -   , -   ,4038.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,9,0.084,6320.1,4333.9,1733,4333.9,0.0,,,15000.0,1644.5, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,10,0.078,10049.5,4355.9,5292,4355.9,0.0,,,16644.5,5020.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,11,0.072,15229.0,4324.5,10295,4324.5,0.0,,,21664.5,9767.1, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,12,0.070,11307.0,4171.3,6683,4171.3,0.0,,,31431.6,6340.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,13,0.068,11296.7,4013.5,6831,4013.5,0.0,,,37772.0,6480.8, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,14,0.068,6983.1,3891.2,2813,3891.2,0.0,,,44252.8,2668.3, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,15,0.068,4947.6,4056.8,693,4056.8,0.0,,,46921.0,657.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,16,0.069,3873.0,4842.5,0,3718.1,1124.4,,,47578.4,0.0," 1,234.6 "," 1,124 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,17,0.076,5333.0,6441.0,0,5119.6,1321.3,,,46343.8,0.0," 1,450.8 "," 1,321 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,18,0.091,82.5,7864.7,0,79.2,7785.5,,,44893.0,0.0," 8,548.6 "," 7,786 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,19,0.087,0.0,8769.6,0,0.0,8769.6,,,36344.4,0.0," 9,629.1 "," 8,770 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,20,0.081,0.0,9014.5,0,0.0,9014.5,,,26715.3,0.0," 9,898.1 "," 9,015 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,21,0.074,0.0,8202.4,0,0.0,8202.4,,,16817.2,0.0," 1,817.2 "," 1,655 ",6547.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,22,0.067,0.0,6693.1,0,0.0,6693.1,,,15000.0,0.0, -   , -   ,6693.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,23,0.069,0.0,5257.1,0,0.0,5257.1,,,15000.0,0.0, -   , -   ,5257.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,0,0.068,0.0,3756.9,0,0.0,3756.9,,,15000.0,0.0, -   , -   ,3756.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,1,0.068,0.0,3212.1,0,0.0,3212.1,,,15000.0,0.0, -   , -   ,3212.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,2,0.070,0.0,3000.6,0,0.0,3000.6,,,15000.0,0.0, -   , -   ,3000.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,3,0.070,0.0,2983.4,0,0.0,2983.4,,,15000.0,0.0, -   , -   ,2983.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,4,0.078,0.0,2973.4,0,0.0,2973.4,,,15000.0,0.0, -   , -   ,2973.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,5,0.102,0.0,3273.2,0,0.0,3273.2,,,15000.0,0.0, -   , -   ,3273.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,6,0.119,0.0,4085.5,0,0.0,4085.5,,,15000.0,0.0, -   , -   ,4085.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,7,0.088,398.8,5137.1,0,382.8,4754.3,,,15000.0,0.0, -   , -   ,4754.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,8,0.082,7056.6,4793.5,1981,4793.5,0.0,,,15000.0,1879.1, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,9,0.075,7776.9,4387.2,3079,4387.2,0.0,,,16879.1,2920.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,10,0.070,10002.4,4494.8,5108,4494.8,0.0,,,19799.8,4845.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,11,0.068,10204.5,4468.5,5328,4468.5,0.0,,,24645.2,5054.4, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,12,0.066,11206.9,4345.7,6413,4345.7,0.0,,,29699.6,6083.8, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,13,0.065,10486.9,4209.8,5858,4209.8,0.0,,,35783.4,5557.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,14,0.065,9803.2,4140.8,5270,4140.8,0.0,,,41340.4,4999.8, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,15,0.065,7954.6,4303.4,3333,4303.4,0.0,,,46340.2,3162.0, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,16,0.067,6152.7,5081.7,825,5081.7,0.0,,,49502.2,782.6, -   , -   ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,17,0.069,6467.7,6720.6,0,6209.0,511.6,,,50284.8,0.0, 561.8 , 512 ,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,18,0.079,101.2,8120.6,0,97.2,8023.4,,,49723.0,0.0," 8,809.8 "," 8,023 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,19,0.075,0.0,9015.9,0,0.0,9015.9,,,40913.2,0.0," 9,899.6 "," 9,016 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,20,0.069,0.0,9251.0,0,0.0,9251.0,,,31013.6,0.0," 10,157.8 "," 9,251 ",0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,21,0.066,0.0,8449.1,0,0.0,8449.1,,,20855.8,0.0," 5,855.8 "," 5,333 ",3115.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,22,0.063,0.0,6957.1,0,0.0,6957.1,,,15000.0,0.0, -   , -   ,6957.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,23,0.063,0.0,5530.6,0,0.0,5530.6,,,15000.0,0.0, -   , -   ,5530.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,0,0.063,0.0,4027.7,0,0.0,4027.7,,,15000.0,0.0, -   , -   ,4027.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,1,0.063,0.0,3464.1,0,0.0,3464.1,,,15000.0,0.0, -   , -   ,3464.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,2,0.063,0.0,3227.4,0,0.0,3227.4,,,15000.0,0.0, -   , -   ,3227.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,3,0.065,0.0,3196.3,0,0.0,3196.3,,,15000.0,0.0, -   , -   ,3196.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,4,0.072,0.0,3235.5,0,0.0,3235.5,,,15000.0,0.0, -   , -   ,3235.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,5,0.087,0.0,3533.2,0,0.0,3533.2,,,15000.0,0.0, -   , -   ,3533.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,6,0.099,0.0,4360.5,0,0.0,4360.5,,,15000.0,0.0, -   , -   ,4360.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
